employee_idx,country_residence,sex,relation_type,residence_idx,foreigner_idx,spouse_idx,channel,deceased_idx,province_name,segmentation,age,gross_income_household,seniority,type,month,partition,customer_id,new_customer,primary,address_type,province_code,activity_idx,prod_list,prev_prod_list,new_product,product
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,16.0,3.0,23.0,64194.99000000001,35.0,1.0,1,2015-01-28,1050586,0.0,1.0,1.0,13.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,16.0,3.0,23.0,64194.99000000001,35.0,1.0,1,2015-01-28,1050586,0.0,1.0,1.0,13.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,10.0,3.0,22.0,,35.0,1.0,1,2015-01-28,1050588,0.0,1.0,1.0,9.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,25.0,3.0,23.0,119173.88999999998,35.0,1.0,1,2015-01-28,1050589,0.0,1.0,1.0,22.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,16.0,3.0,23.0,58728.39,35.0,1.0,1,2015-01-28,1050591,0.0,1.0,1.0,13.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,149.0,0.0,34.0,3.0,22.0,,35.0,1.0,1,2015-01-28,1050592,0.0,1.0,1.0,31.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,5.0,3.0,25.0,86863.38,35.0,1.0,1,2015-01-28,1050595,0.0,1.0,1.0,5.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,1.0,,150.0,0.0,51.0,3.0,25.0,68421.36,35.0,1.0,1,2015-01-28,1050596,0.0,1.0,1.0,50.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,,35.0,1.0,1,2015-01-28,1050597,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,90408.75,35.0,1.0,1,2015-01-28,1050598,0.0,1.0,1.0,45.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,50.0,3.0,24.0,74780.37,35.0,1.0,1,2015-01-28,1050599,0.0,1.0,1.0,49.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,47.0,3.0,26.0,120146.49,35.0,1.0,1,2015-01-28,1050601,0.0,1.0,1.0,45.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,91282.71,35.0,1.0,1,2015-01-28,1050602,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,51.0,3.0,23.0,131351.94,35.0,1.0,1,2015-01-28,1050603,0.0,1.0,1.0,50.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,40.0,2.0,53.0,113279.1,35.0,1.0,1,2015-01-28,1050604,0.0,1.0,1.0,37.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,42.0,3.0,27.0,70777.59,35.0,1.0,1,2015-01-28,1050607,0.0,1.0,1.0,40.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,29.0,3.0,23.0,77320.92,35.0,1.0,1,2015-01-28,1050580,0.0,1.0,1.0,27.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,28.0,3.0,22.0,,35.0,1.0,1,2015-01-28,1050628,0.0,1.0,1.0,25.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,1.0,,149.0,0.0,8.0,3.0,22.0,64398.06,35.0,1.0,1,2015-01-28,1050630,0.0,1.0,1.0,8.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,31.0,2.0,32.0,171398.84999999998,35.0,1.0,1,2015-01-28,1050669,0.0,1.0,1.0,29.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,40.0,2.0,37.0,64031.25,35.0,1.0,1,2015-01-28,1050670,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,40.0,2.0,37.0,64031.25,35.0,1.0,1,2015-01-28,1050670,0.0,1.0,1.0,37.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,47.0,2.0,31.0,90431.85,35.0,1.0,1,2015-01-28,1050676,0.0,1.0,1.0,45.0,0.0,"['prod_current_account', 'prod_e_account']",,"['prod_current_account', 'prod_e_account']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,47.0,2.0,31.0,90431.85,35.0,1.0,1,2015-01-28,1050676,0.0,1.0,1.0,45.0,0.0,"['prod_current_account', 'prod_e_account']",,"['prod_current_account', 'prod_e_account']",prod_e_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,30.0,2.0,39.0,157191.69,35.0,1.0,1,2015-01-28,1050679,0.0,1.0,1.0,28.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,8.0,2.0,53.0,133092.33000000002,35.0,1.0,1,2015-01-28,1050680,0.0,1.0,1.0,8.0,0.0,[],,[],
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,11.0,2.0,39.0,37075.26,35.0,1.0,1,2015-01-28,1050686,0.0,1.0,1.0,10.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,11.0,2.0,39.0,37075.26,35.0,1.0,1,2015-01-28,1050686,0.0,1.0,1.0,10.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_debit
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,11.0,2.0,39.0,37075.26,35.0,1.0,1,2015-01-28,1050686,0.0,1.0,1.0,10.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_e_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,30.0,2.0,63.0,245052.27,35.0,1.0,1,2015-01-28,1050688,0.0,1.0,1.0,28.0,1.0,"['prod_current_account', 'prod_e_account']",,"['prod_current_account', 'prod_e_account']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,30.0,2.0,63.0,245052.27,35.0,1.0,1,2015-01-28,1050688,0.0,1.0,1.0,28.0,1.0,"['prod_current_account', 'prod_e_account']",,"['prod_current_account', 'prod_e_account']",prod_e_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,8.0,2.0,37.0,104035.08,35.0,1.0,1,2015-01-28,1050693,0.0,1.0,1.0,8.0,0.0,[],,[],
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,30.0,3.0,31.0,57155.34,35.0,1.0,1,2015-01-28,1050694,0.0,1.0,1.0,28.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,30.0,3.0,31.0,57155.34,35.0,1.0,1,2015-01-28,1050694,0.0,1.0,1.0,28.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_debit
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,30.0,3.0,31.0,57155.34,35.0,1.0,1,2015-01-28,1050694,0.0,1.0,1.0,28.0,1.0,"['prod_current_account', 'prod_debit', 'prod_e_account']",,"['prod_current_account', 'prod_debit', 'prod_e_account']",prod_e_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,30.0,2.0,33.0,,35.0,1.0,1,2015-01-28,1050697,0.0,1.0,1.0,28.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,25.0,3.0,23.0,53631.36,35.0,1.0,1,2015-01-28,1050703,0.0,1.0,1.0,22.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,8.0,3.0,23.0,72880.79999999999,35.0,1.0,1,2015-01-28,1050704,0.0,1.0,1.0,8.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,40.0,3.0,33.0,84061.95000000001,35.0,1.0,1,2015-01-28,1050706,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,2.0,3.0,23.0,106686.96,35.0,1.0,1,2015-01-28,1050707,0.0,1.0,1.0,3.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,2.0,3.0,23.0,132398.40000000002,35.0,1.0,1,2015-01-28,1050710,0.0,1.0,1.0,3.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,44.0,3.0,23.0,148080.45,35.0,1.0,1,2015-01-28,1050663,0.0,1.0,1.0,42.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,51.0,2.0,55.0,101919.09,35.0,1.0,1,2015-01-28,1050629,0.0,1.0,1.0,50.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,24.0,0.0,30.0,2.0,37.0,122456.91,35.0,1.0,1,2015-01-28,1050662,0.0,1.0,1.0,28.0,1.0,"['prod_current_account', 'prod_securities', 'prod_e_account']",,"['prod_current_account', 'prod_securities', 'prod_e_account']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,24.0,0.0,30.0,2.0,37.0,122456.91,35.0,1.0,1,2015-01-28,1050662,0.0,1.0,1.0,28.0,1.0,"['prod_current_account', 'prod_securities', 'prod_e_account']",,"['prod_current_account', 'prod_securities', 'prod_e_account']",prod_securities
3.0,36.0,1.0,0.0,1.0,0.0,,24.0,0.0,30.0,2.0,37.0,122456.91,35.0,1.0,1,2015-01-28,1050662,0.0,1.0,1.0,28.0,1.0,"['prod_current_account', 'prod_securities', 'prod_e_account']",,"['prod_current_account', 'prod_securities', 'prod_e_account']",prod_e_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,43.0,3.0,32.0,94683.27,35.0,1.0,1,2015-01-28,1050660,0.0,1.0,1.0,41.0,1.0,"['prod_e_account', 'prod_payroll_account', 'prod_debit']",,"['prod_e_account', 'prod_payroll_account', 'prod_debit']",prod_e_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,43.0,3.0,32.0,94683.27,35.0,1.0,1,2015-01-28,1050660,0.0,1.0,1.0,41.0,1.0,"['prod_e_account', 'prod_payroll_account', 'prod_debit']",,"['prod_e_account', 'prod_payroll_account', 'prod_debit']",prod_payroll_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,43.0,3.0,32.0,94683.27,35.0,1.0,1,2015-01-28,1050660,0.0,1.0,1.0,41.0,1.0,"['prod_e_account', 'prod_payroll_account', 'prod_debit']",,"['prod_e_account', 'prod_payroll_account', 'prod_debit']",prod_debit
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,8.0,3.0,23.0,289211.4,35.0,1.0,1,2015-01-28,1050632,0.0,1.0,1.0,8.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,47.0,3.0,23.0,34406.58,35.0,1.0,1,2015-01-28,1050633,0.0,1.0,1.0,45.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,150.0,0.0,51.0,2.0,55.0,101919.09,35.0,1.0,1,2015-01-28,1050634,0.0,1.0,1.0,50.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,40.0,3.0,23.0,77346.51,35.0,1.0,1,2015-01-28,1050635,0.0,1.0,1.0,37.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,13.0,3.0,23.0,136930.23,35.0,1.0,1,2015-01-28,1050636,0.0,1.0,1.0,39.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,150.0,0.0,13.0,3.0,23.0,136930.23,35.0,1.0,1,2015-01-28,1050636,0.0,1.0,1.0,39.0,1.0,"['prod_current_account', 'prod_debit']",,"['prod_current_account', 'prod_debit']",prod_debit
3.0,36.0,1.0,0.0,1.0,0.0,,150.0,0.0,51.0,3.0,23.0,148677.18,35.0,1.0,1,2015-01-28,1050639,0.0,1.0,1.0,50.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,30.0,2.0,42.0,45345.18,35.0,1.0,1,2015-01-28,1050641,0.0,1.0,1.0,28.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,1.0,1.0,0.0,,122.0,0.0,31.0,2.0,58.0,,35.0,1.0,1,2015-01-28,1050642,0.0,1.0,1.0,29.0,0.0,['prod_e_account'],,['prod_e_account'],prod_e_account
3.0,36.0,0.0,0.0,1.0,0.0,,24.0,0.0,2.0,2.0,38.0,28359.36,35.0,1.0,1,2015-01-28,1050647,0.0,1.0,1.0,3.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,24.0,0.0,30.0,2.0,50.0,137894.63999999998,35.0,1.0,1,2015-01-28,1050648,0.0,1.0,1.0,28.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,30.0,139502.28,35.0,1.0,1,2015-01-28,1050651,0.0,1.0,1.0,7.0,1.0,"['prod_e_account', 'prod_payroll_account', 'prod_debit', 'prod_taxes']",,"['prod_e_account', 'prod_payroll_account', 'prod_debit', 'prod_taxes']",prod_e_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,30.0,139502.28,35.0,1.0,1,2015-01-28,1050651,0.0,1.0,1.0,7.0,1.0,"['prod_e_account', 'prod_payroll_account', 'prod_debit', 'prod_taxes']",,"['prod_e_account', 'prod_payroll_account', 'prod_debit', 'prod_taxes']",prod_payroll_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,30.0,139502.28,35.0,1.0,1,2015-01-28,1050651,0.0,1.0,1.0,7.0,1.0,"['prod_e_account', 'prod_payroll_account', 'prod_debit', 'prod_taxes']",,"['prod_e_account', 'prod_payroll_account', 'prod_debit', 'prod_taxes']",prod_debit
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,30.0,139502.28,35.0,1.0,1,2015-01-28,1050651,0.0,1.0,1.0,7.0,1.0,"['prod_e_account', 'prod_payroll_account', 'prod_debit', 'prod_taxes']",,"['prod_e_account', 'prod_payroll_account', 'prod_debit', 'prod_taxes']",prod_taxes
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,49.0,3.0,31.0,149099.88,35.0,1.0,1,2015-01-28,1050652,0.0,1.0,1.0,47.0,1.0,"['prod_e_account', 'prod_securities', 'prod_payroll_account', 'prod_debit']",,"['prod_e_account', 'prod_securities', 'prod_payroll_account', 'prod_debit']",prod_e_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,49.0,3.0,31.0,149099.88,35.0,1.0,1,2015-01-28,1050652,0.0,1.0,1.0,47.0,1.0,"['prod_e_account', 'prod_securities', 'prod_payroll_account', 'prod_debit']",,"['prod_e_account', 'prod_securities', 'prod_payroll_account', 'prod_debit']",prod_securities
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,49.0,3.0,31.0,149099.88,35.0,1.0,1,2015-01-28,1050652,0.0,1.0,1.0,47.0,1.0,"['prod_e_account', 'prod_securities', 'prod_payroll_account', 'prod_debit']",,"['prod_e_account', 'prod_securities', 'prod_payroll_account', 'prod_debit']",prod_payroll_account
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,49.0,3.0,31.0,149099.88,35.0,1.0,1,2015-01-28,1050652,0.0,1.0,1.0,47.0,1.0,"['prod_e_account', 'prod_securities', 'prod_payroll_account', 'prod_debit']",,"['prod_e_account', 'prod_securities', 'prod_payroll_account', 'prod_debit']",prod_debit
3.0,36.0,0.0,0.0,1.0,0.0,,122.0,0.0,38.0,2.0,45.0,95302.5,35.0,1.0,1,2015-01-28,1050655,0.0,1.0,1.0,36.0,1.0,['prod_current_account'],,['prod_current_account'],prod_current_account
3.0,36.0,0.0,1.0,1.0,0.0,,24.0,0.0,30.0,2.0,44.0,110245.53,35.0,1.0,1,2015-01-28,1050658,0.0,1.0,1.0,28.0,0.0,['prod_e_account'],,['prod_e_account'],prod_e_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,39.0,,35.0,1.0,1,2015-01-28,1050659,0.0,1.0,1.0,7.0,1.0,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",prod_payroll
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,39.0,,35.0,1.0,1,2015-01-28,1050659,0.0,1.0,1.0,7.0,1.0,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",prod_debit
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,39.0,,35.0,1.0,1,2015-01-28,1050659,0.0,1.0,1.0,7.0,1.0,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",prod_payroll_pensions
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,39.0,,35.0,1.0,1,2015-01-28,1050659,0.0,1.0,1.0,7.0,1.0,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",prod_taxes
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,39.0,,35.0,1.0,1,2015-01-28,1050659,0.0,1.0,1.0,7.0,1.0,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",prod_e_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,39.0,,35.0,1.0,1,2015-01-28,1050659,0.0,1.0,1.0,7.0,1.0,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",prod_credit_card
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,7.0,2.0,39.0,,35.0,1.0,1,2015-01-28,1050659,0.0,1.0,1.0,7.0,1.0,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",,"['prod_payroll', 'prod_debit', 'prod_payroll_pensions', 'prod_taxes', 'prod_e_account', 'prod_credit_card', 'prod_payroll_account']",prod_payroll_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,48.0,2.0,37.0,60072.81,35.0,1.0,1,2015-01-28,1050661,0.0,1.0,1.0,46.0,1.0,"['prod_current_account', 'prod_e_account']",,"['prod_current_account', 'prod_e_account']",prod_current_account
3.0,36.0,1.0,0.0,1.0,0.0,,122.0,0.0,48.0,2.0,37.0,60072.81,35.0,1.0,1,2015-01-28,1050661,0.0,1.0,1.0,46.0,1.0,"['prod_current_account', 'prod_e_account']",,"['prod_current_account', 'prod_e_account']",prod_e_account
3.0,36.0,1.0,1.0,1.0,0.0,,150.0,0.0,50.0,3.0,23.0,,35.0,1.0,1,2015-01-28,1050711,0.0,1.0,1.0,49.0,0.0,['prod_current_account'],,['prod_current_account'],prod_current_account
